Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_50,q_51,q_52,q_53,q_54,q_55,q_56,q_57,q_58,q_59,q_60,q_61,q_62,q_63
344,1723,3,0,672,0,609,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_4,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
344,1724,4,0,672,0,609,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_4,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
344,1725,5,0,672,0,609,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_4,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1725,0,0,672,0,609,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_4,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1726,1,2,674,0,611,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1727,2,0,674,0,611,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1728,3,0,674,0,611,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1729,4,1,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
345,1730,5,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1730,0,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1731,1,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1732,2,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1733,3,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1734,4,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
346,1735,5,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1735,0,0,675,0,612,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1736,1,1,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1737,2,0,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1738,3,0,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1739,4,0,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
347,1740,5,0,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1740,0,0,676,0,613,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_5,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1741,1,1,677,0,614,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1742,2,1,678,0,615,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1743,3,0,678,0,615,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1744,4,0,678,0,615,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
348,1745,5,0,678,0,615,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1745,0,0,678,0,615,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1746,1,1,679,0,616,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1747,2,0,679,0,616,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1748,3,0,679,0,616,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_4,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1749,4,2,681,1,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
349,1750,5,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1750,0,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1751,1,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1752,2,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1753,3,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1754,4,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
350,1755,5,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1755,0,0,681,0,617,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_4,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1756,1,1,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1757,2,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1758,3,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1759,4,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
351,1760,5,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
352,1760,0,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
352,1761,1,0,682,0,618,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_5,M_5,M_2,M_2,M_4,M_5,M_5,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
352,1762,2,2,684,0,620,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_2,M_5,M_2,M_2,M_4,M_5,M_5,M_5,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
352,1763,3,0,684,0,620,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_2,M_5,M_2,M_2,M_4,M_5,M_5,M_5,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
352,1764,4,0,684,0,620,M_0,M_2,M_0,M_2,M_0,M_0,M_0,M_0,M_0,M_2,M_3,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_4,M_1,M_1,M_1,M_5,M_2,M_1,M_1,M_4,M_5,M_5,M_5,M_2,M_5,M_2,M_2,M_4,M_5,M_5,M_5,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_3,M_3,M_3,M_3,M_3,M_3,M_5,M_5,M_5
